tconst,nconst,category,job,characters
tt0111161,nm0290358,editor,NA,NA
tt0111161,nm0000209,actor,NA,"[""Andy Dufresne""]"
tt0111161,nm0000151,actor,NA,"[""Ellis Boyd 'Red' Redding""]"
tt0111161,nm0348409,actor,NA,"[""Warden Norton""]"
tt0111161,nm0006669,actor,NA,"[""Heywood""]"
tt0111161,nm0001104,director,NA,NA
tt0111161,nm0000175,writer,"short story ""Rita Hayworth and Shawshank Redemption""",NA
tt0111161,nm0555550,producer,producer,NA
tt0111161,nm0002353,composer,NA,NA
tt0111161,nm0005683,cinematographer,director of photography,NA
tt0468569,nm0746273,producer,producer,NA
tt0468569,nm0000288,actor,NA,"[""Bruce Wayne""]"
tt0468569,nm0005132,actor,NA,"[""Joker""]"
tt0468569,nm0001173,actor,NA,"[""Harvey Dent""]"
tt0468569,nm0000323,actor,NA,"[""Alfred""]"
tt0468569,nm0634240,director,NA,NA
tt0468569,nm0634300,writer,screenplay,NA
tt0468569,nm0333060,writer,story,NA
tt0468569,nm0004170,writer,characters,NA
tt0468569,nm0650038,producer,producer,NA
tt1375666,nm0245596,production_designer,NA,NA
tt1375666,nm0000138,actor,NA,"[""Cobb""]"
tt1375666,nm0330687,actor,NA,"[""Arthur""]"
tt1375666,nm0680983,actress,NA,"[""Ariadne""]"
tt1375666,nm0913822,actor,NA,"[""Saito""]"
tt1375666,nm0634240,director,NA,NA
tt1375666,nm0858799,producer,producer,NA
tt1375666,nm0001877,composer,NA,NA
tt1375666,nm0002892,cinematographer,director of photography,NA
tt1375666,nm0809059,editor,NA,NA
tt0137523,nm0513165,producer,producer,NA
tt0137523,nm0000093,actor,NA,"[""Tyler Durden""]"
tt0137523,nm0001570,actor,NA,"[""The Narrator""]"
tt0137523,nm0001533,actor,NA,"[""Robert 'Bob' Paulsen""]"
tt0137523,nm0340260,actor,NA,"[""Richard Chesler""]"
tt0137523,nm0000399,director,NA,NA
tt0137523,nm0657333,writer,novel,NA
tt0137523,nm0880243,writer,screenplay,NA
tt0137523,nm0068501,producer,producer,NA
tt0137523,nm0149556,producer,producer,NA
tt0110912,nm0913300,production_designer,NA,NA
tt0110912,nm0000237,actor,NA,"[""Vincent Vega""]"
tt0110912,nm0000235,actress,NA,"[""Mia Wallace""]"
tt0110912,nm0000168,actor,NA,"[""Jules Winnfield""]"
tt0110912,nm0000246,actor,NA,"[""Butch Coolidge""]"
tt0110912,nm0000233,director,NA,NA
tt0110912,nm0000812,writer,stories by,NA
tt0110912,nm0004744,producer,producer,NA
tt0110912,nm0782900,cinematographer,NA,NA
tt0110912,nm0579673,editor,NA,NA
tt0109830,nm0005494,producer,producer,NA
tt0109830,nm0000158,actor,NA,"[""Forrest Gump""]"
tt0109830,nm0000705,actress,NA,"[""Jenny Curran""]"
tt0109830,nm0000641,actor,NA,"[""Lieutenant Dan Taylor""]"
tt0109830,nm0000398,actress,NA,"[""Mrs. Gump""]"
tt0109830,nm0000709,director,NA,NA
tt0109830,nm0343165,writer,novel,NA
tt0109830,nm0744839,writer,screenplay,NA
tt0109830,nm0277704,producer,producer,NA
tt0109830,nm0823330,producer,producer,NA
tt0944947,nm0322513,actor,NA,"[""Jorah Mormont""]"
tt0944947,nm3592338,actress,NA,"[""Daenerys Targaryen""]"
tt0944947,nm0227759,actor,NA,"[""Tyrion Lannister""]"
tt0944947,nm3229685,actor,NA,"[""Jon Snow""]"
tt0944947,nm0372176,actress,NA,"[""Cersei Lannister""]"
tt0944947,nm1125275,writer,creator,NA
tt0944947,nm1888967,writer,creator,NA
tt0944947,nm3849842,actress,NA,"[""Sansa Stark""]"
tt0944947,nm3586035,actress,NA,"[""Arya Stark""]"
tt0944947,nm0182666,actor,NA,"[""Jaime Lannister""]"
tt0133093,nm0821205,editor,NA,NA
tt0133093,nm0000206,actor,NA,"[""Neo""]"
tt0133093,nm0000401,actor,NA,"[""Morpheus""]"
tt0133093,nm0005251,actress,NA,"[""Trinity""]"
tt0133093,nm0915989,actor,NA,"[""Agent Smith""]"
tt0133093,nm0905154,director,NA,NA
tt0133093,nm0905152,director,NA,NA
tt0133093,nm0005428,producer,producer,NA
tt0133093,nm0204485,composer,NA,NA
tt0133093,nm0691084,cinematographer,director of photography,NA
tt0120737,nm0761744,producer,producer,NA
tt0120737,nm0000704,actor,NA,"[""Frodo""]"
tt0120737,nm0005212,actor,NA,"[""Gandalf""]"
tt0120737,nm0089217,actor,NA,"[""Legolas""]"
tt0120737,nm0000293,actor,NA,"[""Boromir""]"
tt0120737,nm0001392,director,NA,NA
tt0120737,nm0866058,writer,"novel ""The Fellowship of the Ring""",NA
tt0120737,nm0909638,writer,screenplay,NA
tt0120737,nm0101991,writer,screenplay,NA
tt0120737,nm0651614,producer,producer,NA
tt0167260,nm0006290,composer,NA,NA
tt0167260,nm0000704,actor,NA,"[""Frodo""]"
tt0167260,nm0001557,actor,NA,"[""Aragorn""]"
tt0167260,nm0005212,actor,NA,"[""Gandalf""]"
tt0167260,nm0089217,actor,NA,"[""Legolas""]"
tt0167260,nm0001392,director,NA,NA
tt0167260,nm0866058,writer,"novel ""The Return of the King""",NA
tt0167260,nm0909638,writer,screenplay,NA
tt0167260,nm0101991,writer,screenplay,NA
tt0167260,nm0651614,producer,producer,NA
tt1345836,nm0858799,producer,producer,NA
tt1345836,nm0000288,actor,NA,"[""Bruce Wayne""]"
tt1345836,nm0362766,actor,NA,"[""Bane""]"
tt1345836,nm0004266,actress,NA,"[""Selina""]"
tt1345836,nm0000198,actor,NA,"[""Commissioner Gordon""]"
tt1345836,nm0634240,director,NA,NA
tt1345836,nm0634300,writer,screenplay,NA
tt1345836,nm0333060,writer,story,NA
tt1345836,nm0004170,writer,characters,NA
tt1345836,nm0746273,producer,producer,NA
tt0167261,nm0651614,producer,producer,NA
tt0167261,nm0000704,actor,NA,"[""Frodo""]"
tt0167261,nm0005212,actor,NA,"[""Gandalf""]"
tt0167261,nm0001557,actor,NA,"[""Aragorn""]"
tt0167261,nm0089217,actor,NA,"[""Legolas""]"
tt0167261,nm0001392,director,NA,NA
tt0167261,nm0866058,writer,"novel ""The Two Towers""",NA
tt0167261,nm0909638,writer,screenplay,NA
tt0167261,nm0101991,writer,screenplay,NA
tt0167261,nm0801728,writer,screenplay,NA
tt0816692,nm0887227,cinematographer,director of photography,NA
tt0816692,nm0000190,actor,NA,"[""Cooper""]"
tt0816692,nm0004266,actress,NA,"[""Brand""]"
tt0816692,nm1567113,actress,NA,"[""Murph""]"
tt0816692,nm3237775,actress,NA,"[""Murph (10 Yrs.)""]"
tt0816692,nm0634240,director,NA,NA
tt0816692,nm0634300,writer,written by,NA
tt0816692,nm0643553,producer,producer,NA
tt0816692,nm0858799,producer,producer,NA
tt0816692,nm0001877,composer,NA,NA
tt0114369,nm0290358,editor,NA,NA
tt0114369,nm0000151,actor,NA,"[""Somerset""]"
tt0114369,nm0000093,actor,NA,"[""Mills""]"
tt0114369,nm0000228,actor,NA,"[""John Doe""]"
tt0114369,nm0001825,actor,NA,"[""Dead Man at 1st Crime Scene""]"
tt0114369,nm0000399,director,NA,NA
tt0114369,nm0138287,producer,producer,NA
tt0114369,nm0465745,producer,producer,NA
tt0114369,nm0006290,composer,NA,NA
tt0114369,nm0451787,cinematographer,director of photography,NA
tt0172495,nm0926824,producer,producer,NA
tt0172495,nm0000128,actor,NA,"[""Maximus""]"
tt0172495,nm0001618,actor,NA,"[""Commodus""]"
tt0172495,nm0001567,actress,NA,"[""Lucilla""]"
tt0172495,nm0001657,actor,NA,"[""Proximo""]"
tt0172495,nm0000631,director,NA,NA
tt0172495,nm0291905,writer,story,NA
tt0172495,nm0517589,writer,screenplay,NA
tt0172495,nm0629933,writer,screenplay,NA
tt0172495,nm0527322,producer,producer,NA
tt0372784,nm0746273,producer,producer,NA
tt0372784,nm0000288,actor,NA,"[""Bruce Wayne"",""Batman""]"
tt0372784,nm0000323,actor,NA,"[""Alfred""]"
tt0372784,nm0913822,actor,NA,"[""Ra's Al Ghul""]"
tt0372784,nm0000553,actor,NA,"[""Ducard""]"
tt0372784,nm0634240,director,NA,NA
tt0372784,nm0004170,writer,characters,NA
tt0372784,nm0333060,writer,story,NA
tt0372784,nm0290581,producer,producer,NA
tt0372784,nm0650038,producer,producer,NA
tt0848228,nm0285701,editor,NA,NA
tt0848228,nm0000375,actor,NA,"[""Tony Stark"",""Iron Man""]"
tt0848228,nm0262635,actor,NA,"[""Steve Rogers"",""Captain America""]"
tt0848228,nm0424060,actress,NA,"[""Natasha Romanoff"",""Black Widow""]"
tt0848228,nm0719637,actor,NA,"[""Clint Barton"",""Hawkeye""]"
tt0848228,nm0923736,director,NA,NA
tt0848228,nm0672015,writer,story,NA
tt0848228,nm0270559,producer,producer,NA
tt0848228,nm0006293,composer,NA,NA
tt0848228,nm0568974,cinematographer,director of photography,NA
tt0102926,nm0882588,producer,producer,NA
tt0102926,nm0000149,actress,NA,"[""Clarice Starling""]"
tt0102926,nm0000164,actor,NA,"[""Dr. Hannibal Lecter""]"
tt0102926,nm0095029,actor,NA,"[""FBI Instructor""]"
tt0102926,nm0501435,actress,NA,"[""Ardelia Mapp""]"
tt0102926,nm0001129,director,NA,NA
tt0102926,nm0365383,writer,novel,NA
tt0102926,nm0848217,writer,screenplay,NA
tt0102926,nm0102508,producer,producer,NA
tt0102926,nm0768324,producer,producer,NA
tt0361748,nm0000093,actor,NA,"[""Lt. Aldo Raine""]"
tt0361748,nm1208167,actress,NA,"[""Bridget von Hammersmark""]"
tt0361748,nm0744834,actor,NA,"[""Sgt. Donny Donowitz""]"
tt0361748,nm0491259,actress,NA,"[""Shosanna""]"
tt0361748,nm0000233,director,NA,NA
tt0361748,nm0004744,producer,producer,NA
tt0361748,nm0724744,cinematographer,director of photography,NA
tt0361748,nm0579673,editor,NA,NA
tt0361748,nm0913300,production_designer,NA,NA
tt0076759,nm0156816,editor,film editor,NA
tt0076759,nm0000434,actor,NA,"[""Luke Skywalker""]"
tt0076759,nm0000148,actor,NA,"[""Han Solo""]"
tt0076759,nm0000402,actress,NA,"[""Princess Leia Organa""]"
tt0076759,nm0000027,actor,NA,"[""Ben Obi-Wan Kenobi""]"
tt0076759,nm0000184,director,NA,NA
tt0076759,nm0476030,producer,producer,NA
tt0076759,nm0564768,producer,producer,NA
tt0076759,nm0002354,composer,NA,NA
tt0076759,nm0852405,cinematographer,director of photography,NA
tt0120815,nm0002354,composer,NA,NA
tt0120815,nm0000158,actor,NA,"[""Captain Miller""]"
tt0120815,nm0000354,actor,NA,"[""Private Ryan""]"
tt0120815,nm0001744,actor,NA,"[""Sergeant Horvath""]"
tt0120815,nm0122653,actor,NA,"[""Private Reiben""]"
tt0120815,nm0000229,director,NA,NA
tt0120815,nm0734441,writer,written by,NA
tt0120815,nm0117290,producer,producer,NA
tt0120815,nm0330428,producer,producer,NA
tt0120815,nm0506013,producer,producer,NA
tt0108052,nm0002354,composer,NA,NA
tt0108052,nm0000553,actor,NA,"[""Oskar Schindler""]"
tt0108052,nm0000146,actor,NA,"[""Amon Goeth""]"
tt0108052,nm0001426,actor,NA,"[""Itzhak Stern""]"
tt0108052,nm0328751,actress,NA,"[""Emilie Schindler""]"
tt0108052,nm0000229,director,NA,NA
tt0108052,nm0447745,writer,book,NA
tt0108052,nm0001873,writer,screenplay,NA
tt0108052,nm0527322,producer,producer,NA
tt0108052,nm0596520,producer,producer,NA
tt0407887,nm0454752,producer,producer,NA
tt0407887,nm0000138,actor,NA,"[""Billy""]"
tt0407887,nm0000354,actor,NA,"[""Colin Sullivan""]"
tt0407887,nm0000197,actor,NA,"[""Frank Costello""]"
tt0407887,nm0000242,actor,NA,"[""Dignam""]"
tt0407887,nm0000217,director,NA,NA
tt0407887,nm1184258,writer,screenplay,NA
tt0407887,nm0538320,writer,NA,NA
tt0407887,nm0159039,writer,NA,NA
tt0407887,nm0340522,producer,producer,NA
tt0482571,nm0432382,composer,NA,NA
tt0482571,nm0000288,actor,NA,"[""Alfred Borden""]"
tt0482571,nm0413168,actor,NA,"[""Robert Angier""]"
tt0482571,nm0424060,actress,NA,"[""Olivia Wenscombe""]"
tt0482571,nm0000323,actor,NA,"[""Cutter""]"
tt0482571,nm0634240,director,NA,NA
tt0482571,nm0634300,writer,screenplay,NA
tt0482571,nm1793993,writer,novel,NA
tt0482571,nm0753083,producer,producer,NA
tt0482571,nm0858799,producer,producer,NA
tt0080684,nm0564768,producer,producer,NA
tt0080684,nm0000434,actor,NA,"[""Luke Skywalker""]"
tt0080684,nm0000148,actor,NA,"[""Han Solo""]"
tt0080684,nm0000402,actress,NA,"[""Princess Leia""]"
tt0080684,nm0001850,actor,NA,"[""Lando Calrissian""]"
tt0080684,nm0449984,director,NA,NA
tt0080684,nm0102824,writer,screenplay by,NA
tt0080684,nm0001410,writer,screenplay by,NA
tt0080684,nm0000184,writer,story by,NA
tt0080684,nm0476030,producer,producer,NA
tt0499549,nm0729701,editor,NA,NA
tt0499549,nm0941777,actor,NA,"[""Jake Sully""]"
tt0499549,nm0757855,actress,NA,"[""Neytiri""]"
tt0499549,nm0000244,actress,NA,"[""Dr. Grace Augustine""]"
tt0499549,nm0735442,actress,NA,"[""Trudy Chacón""]"
tt0499549,nm0000116,director,NA,NA
tt0499549,nm0484457,producer,producer,NA
tt0499549,nm0000035,composer,NA,NA
tt0499549,nm0278475,cinematographer,director of photography,NA
tt0499549,nm0716350,editor,NA,NA
tt0993846,nm0863374,producer,producer,NA
tt0993846,nm0000138,actor,NA,"[""Jordan Belfort""]"
tt0993846,nm1706767,actor,NA,"[""Donnie Azoff""]"
tt0993846,nm3053338,actress,NA,"[""Naomi Lapaglia""]"
tt0993846,nm0000190,actor,NA,"[""Mark Hanna""]"
tt0993846,nm0000217,director,NA,NA
tt0993846,nm1010540,writer,screenplay,NA
tt0993846,nm0067789,writer,book,NA
tt0993846,nm4265383,producer,producer,NA
tt0993846,nm2110175,producer,producer,NA
tt0209144,nm0002892,cinematographer,director of photography,NA
tt0209144,nm0001602,actor,NA,"[""Leonard""]"
tt0209144,nm0005251,actress,NA,"[""Natalie""]"
tt0209144,nm0001592,actor,NA,"[""Teddy""]"
tt0209144,nm0095478,actor,NA,"[""Burt""]"
tt0209144,nm0634240,director,NA,NA
tt0209144,nm0634300,writer,"short story ""Memento Mori""",NA
tt0209144,nm0865189,producer,producer,NA
tt0209144,nm0865297,producer,producer,NA
tt0209144,nm0432382,composer,NA,NA
tt0120689,nm0290358,editor,NA,NA
tt0120689,nm0000158,actor,NA,"[""Paul Edgecomb""]"
tt0120689,nm0003817,actor,NA,"[""John Coffey""]"
tt0120689,nm0001556,actor,NA,"[""Brutus 'Brutal' Howell""]"
tt0120689,nm0001372,actress,NA,"[""Jan Edgecomb""]"
tt0120689,nm0001104,director,NA,NA
tt0120689,nm0000175,writer,novel,NA
tt0120689,nm0883603,producer,producer,NA
tt0120689,nm0002353,composer,NA,NA
tt0120689,nm0005897,cinematographer,director of photography,NA
tt1130884,nm1103781,producer,producer,NA
tt1130884,nm0000138,actor,NA,"[""Teddy Daniels""]"
tt1130884,nm0607865,actress,NA,"[""Rachel 1""]"
tt1130884,nm0749263,actor,NA,"[""Chuck Aule""]"
tt1130884,nm0001426,actor,NA,"[""Dr. Cawley""]"
tt1130884,nm0000217,director,NA,NA
tt1130884,nm0436164,writer,screenplay,NA
tt1130884,nm1212331,writer,novel,NA
tt1130884,nm1329482,producer,producer,NA
tt1130884,nm0005219,producer,producer,NA
tt0169547,nm0005734,cinematographer,NA,NA
tt0169547,nm0000228,actor,NA,"[""Lester Burnham""]"
tt0169547,nm0000906,actress,NA,"[""Carolyn Burnham""]"
tt0169547,nm0000301,actress,NA,"[""Jane Burnham""]"
tt0169547,nm0004747,actor,NA,"[""Ricky Fitts""]"
tt0169547,nm0005222,director,NA,NA
tt0169547,nm0050332,writer,written by,NA
tt0169547,nm0169260,producer,producer,NA
tt0169547,nm0423134,producer,producer,NA
tt0169547,nm0002353,composer,NA,NA
tt0325980,nm0000988,producer,producer,NA
tt0325980,nm0000136,actor,NA,"[""Jack Sparrow""]"
tt0325980,nm0001691,actor,NA,"[""Barbossa""]"
tt0325980,nm0089217,actor,NA,"[""Will Turner""]"
tt0325980,nm0461136,actress,NA,"[""Elizabeth Swann""]"
tt0325980,nm0893659,director,NA,NA
tt0325980,nm0254645,writer,screen story,NA
tt0325980,nm0744429,writer,screen story,NA
tt0325980,nm0064181,writer,screen story,NA
tt0325980,nm0938684,writer,screen story,NA
tt0120338,nm0365239,editor,NA,NA
tt0120338,nm0000138,actor,NA,"[""Jack Dawson""]"
tt0120338,nm0000701,actress,NA,"[""Rose Dewitt Bukater""]"
tt0120338,nm0000708,actor,NA,"[""Cal Hockley""]"
tt0120338,nm0000870,actress,NA,"[""Molly Brown""]"
tt0120338,nm0000116,director,NA,NA
tt0120338,nm0484457,producer,producer,NA
tt0120338,nm0000035,composer,NA,NA
tt0120338,nm0005665,cinematographer,director of photography,NA
tt0120338,nm0119322,editor,NA,NA
tt2015381,nm0317493,writer,character created by: Rocket Raccoon,NA
tt2015381,nm0695435,actor,NA,"[""Peter Quill""]"
tt2015381,nm0004874,actor,NA,"[""Groot""]"
tt2015381,nm0177896,actor,NA,"[""Rocket""]"
tt2015381,nm0757855,actress,NA,"[""Gamora""]"
tt2015381,nm0348181,director,NA,NA
tt2015381,nm2270979,writer,written by,NA
tt2015381,nm3966115,writer,based on the Marvel comics by,NA
tt2015381,nm5037683,writer,based on the Marvel comics by,NA
tt2015381,nm2757098,writer,character created by: Rocket Raccoon,NA
tt0120586,nm0374189,editor,NA,NA
tt0120586,nm0001570,actor,NA,"[""Derek Vinyard""]"
tt0120586,nm0000411,actor,NA,"[""Danny Vinyard""]"
tt0120586,nm0000350,actress,NA,"[""Doris Vinyard""]"
tt0120586,nm0000497,actress,NA,"[""Davina Vinyard""]"
tt0120586,nm0443411,director,NA,NA
tt0120586,nm0571346,writer,written by,NA
tt0120586,nm0554204,producer,producer,NA
tt0120586,nm0006050,composer,NA,NA
tt0120586,nm0338513,editor,NA,NA
tt0434409,nm0650038,producer,producer,NA
tt0434409,nm0915989,actor,NA,"[""V""]"
tt0434409,nm0000204,actress,NA,"[""Evey""]"
tt0434409,nm0001291,actor,NA,"[""Dominic""]"
tt0434409,nm0001653,actor,NA,"[""Finch""]"
tt0434409,nm0574625,director,NA,NA
tt0434409,nm0905152,writer,screenplay,NA
tt0434409,nm0905154,writer,screenplay,NA
tt0434409,nm2331222,writer,graphic novel art,NA
tt0434409,nm0384294,producer,producer,NA
tt0088763,nm0004637,editor,NA,NA
tt0088763,nm0000150,actor,NA,"[""Marty McFly""]"
tt0088763,nm0000502,actor,NA,"[""Dr. Emmett Brown""]"
tt0088763,nm0000670,actress,NA,"[""Lorraine Baines""]"
tt0088763,nm0000417,actor,NA,"[""George McFly""]"
tt0088763,nm0000709,director,NA,NA
tt0088763,nm0301826,writer,written by,NA
tt0088763,nm0134635,producer,producer,NA
tt0088763,nm0006293,composer,NA,NA
tt0088763,nm0005678,cinematographer,director of photography,NA
tt0110413,nm0000606,actor,NA,"[""Leon""]"
tt0110413,nm0000198,actor,NA,"[""Stansfield""]"
tt0110413,nm0000204,actress,NA,"[""Mathilda""]"
tt0110413,nm0000732,actor,NA,"[""Tony""]"
tt0110413,nm0000108,director,NA,NA
tt0110413,nm0785385,composer,NA,NA
tt0110413,nm0005636,cinematographer,director of photography,NA
tt0110413,nm0484981,editor,NA,NA
tt0110413,nm0917942,production_designer,NA,NA
tt0103064,nm0233827,editor,NA,NA
tt0103064,nm0000216,actor,NA,"[""The Terminator""]"
tt0103064,nm0000157,actress,NA,"[""Sarah Connor""]"
tt0103064,nm0000411,actor,NA,"[""John Connor""]"
tt0103064,nm0001598,actor,NA,"[""T-1000""]"
tt0103064,nm0000116,director,NA,NA
tt0103064,nm0936537,writer,written by,NA
tt0103064,nm0006075,composer,NA,NA
tt0103064,nm0004229,cinematographer,director of photography,NA
tt0103064,nm0119322,editor,NA,NA
tt0099685,nm0774817,editor,film editor,NA
tt0099685,nm0000134,actor,NA,"[""James Conway""]"
tt0099685,nm0000501,actor,NA,"[""Henry Hill""]"
tt0099685,nm0000582,actor,NA,"[""Tommy DeVito""]"
tt0099685,nm0000966,actress,NA,"[""Karen Hill""]"
tt0099685,nm0000217,director,NA,NA
tt0099685,nm0683380,writer,"book ""Wiseguy""",NA
tt0099685,nm0005563,producer,producer,NA
tt0099685,nm0000841,cinematographer,director of photography,NA
tt0099685,nm0477158,editor,film editor,NA
tt0266697,nm0849222,production_designer,NA,NA
tt0266697,nm0000235,actress,NA,"[""The Bride""]"
tt0266697,nm0001016,actor,NA,"[""Bill""]"
tt0266697,nm0000435,actress,NA,"[""Elle Driver""]"
tt0266697,nm0000514,actor,NA,"[""Budd""]"
tt0266697,nm0000233,director,NA,NA
tt0266697,nm0004744,producer,producer,NA
tt0266697,nm0753526,composer,NA,NA
tt0266697,nm0724744,cinematographer,director of photography,NA
tt0266697,nm0579673,editor,NA,NA
tt0910970,nm0270665,cinematographer,director of photography,NA
tt0910970,nm0123785,actor,NA,"[""WALL·E"",""M-O"",""Robots""]"
tt0910970,nm2264184,actress,NA,"[""EVE""]"
tt0910970,nm0307531,actor,NA,"[""Captain""]"
tt0910970,nm0929609,actor,NA,"[""Shelby Forthright""]"
tt0910970,nm0004056,director,NA,NA
tt0910970,nm0230032,writer,original story by,NA
tt0910970,nm0714114,writer,screenplay by,NA
tt0910970,nm0606640,producer,producer,NA
tt0910970,nm0002353,composer,NA,NA
tt0114814,nm0191896,production_designer,NA,NA
tt0114814,nm0000228,actor,NA,"[""Verbal""]"
tt0114814,nm0000321,actor,NA,"[""Keaton""]"
tt0114814,nm0001590,actor,NA,"[""Dave Kujan""]"
tt0114814,nm0000286,actor,NA,"[""McManus""]"
tt0114814,nm0001741,director,NA,NA
tt0114814,nm0003160,writer,written by,NA
tt0114814,nm0568120,producer,producer,NA
tt0114814,nm0653211,composer,NA,NA
tt0114814,nm0005875,cinematographer,director of photography,NA
tt0112573,nm0742475,editor,NA,NA
tt0112573,nm0000154,actor,NA,"[""William Wallace""]"
tt0112573,nm0000521,actress,NA,"[""Princess Isabelle""]"
tt0112573,nm0001526,actor,NA,"[""Longshanks - King Edward I""]"
tt0112573,nm0005171,actor,NA,"[""Robert the Bruce""]"
tt0112573,nm0908824,writer,written by,NA
tt0112573,nm0202704,producer,producer,NA
tt0112573,nm0480440,producer,producer,NA
tt0112573,nm0000035,composer,NA,NA
tt0112573,nm0001799,cinematographer,director of photography,NA
tt0266543,nm0002353,composer,NA,NA
tt0266543,nm0000983,actor,NA,"[""Marlin""]"
tt0266543,nm0001122,actress,NA,"[""Dory""]"
tt0266543,nm1071252,actor,NA,"[""Nemo""]"
tt0266543,nm0000353,actor,NA,"[""Gill""]"
tt0266543,nm0004056,director,NA,NA
tt0266543,nm0881279,director,co-director,NA
tt0266543,nm0677037,writer,screenplay by,NA
tt0266543,nm0721675,writer,screenplay by,NA
tt0266543,nm0910237,producer,producer,NA
tt0371746,nm0498278,writer,characters,NA
tt0371746,nm0000375,actor,NA,"[""Tony Stark""]"
tt0371746,nm0000569,actress,NA,"[""Pepper Potts""]"
tt0371746,nm0005024,actor,NA,"[""Rhodey""]"
tt0371746,nm0000313,actor,NA,"[""Obadiah Stane""]"
tt0371746,nm0269463,director,NA,NA
tt0371746,nm1318843,writer,screenplay,NA
tt0371746,nm1319757,writer,screenplay,NA
tt0371746,nm1436466,writer,screenplay,NA
tt0371746,nm0391344,writer,screenplay,NA
tt0086190,nm0002354,composer,NA,NA
tt0086190,nm0000434,actor,NA,"[""Luke Skywalker""]"
tt0086190,nm0000148,actor,NA,"[""Han Solo""]"
tt0086190,nm0000402,actress,NA,"[""Princess Leia""]"
tt0086190,nm0001850,actor,NA,"[""Lando Calrissian""]"
tt0086190,nm0549658,director,NA,NA
tt0086190,nm0001410,writer,screenplay by,NA
tt0086190,nm0000184,writer,screenplay by,NA
tt0086190,nm0443599,producer,producer,NA
tt0086190,nm0564768,producer,producer,NA
tt1049413,nm0435457,cinematographer,director of photography,NA
tt1049413,nm0000799,actor,NA,"[""Carl Fredricksen""]"
tt1049413,nm2973712,actor,NA,"[""Russell""]"
tt1049413,nm0001652,actor,NA,"[""Construction Foreman Tom""]"
tt1049413,nm0001626,actor,NA,"[""Charles Muntz""]"
tt1049413,nm0230032,director,NA,NA
tt1049413,nm0677037,director,co-director,NA
tt1049413,nm0565336,writer,story by,NA
tt1049413,nm0729304,producer,producer,NA
tt1049413,nm0315974,composer,NA,NA
tt0110357,nm0560329,writer,story,NA
tt0110357,nm0000111,actor,NA,"[""Simba""]"
tt0110357,nm0000460,actor,NA,"[""Scar""]"
tt0110357,nm0000469,actor,NA,"[""Mufasa""]"
tt0110357,nm0000155,actress,NA,"[""Shenzi""]"
tt0110357,nm0021249,director,NA,NA
tt0110357,nm0591450,director,NA,NA
tt0110357,nm0575293,writer,screenplay by,NA
tt0110357,nm0731271,writer,screenplay by,NA
tt0110357,nm0941314,writer,screenplay by,NA
tt0167404,nm0005714,cinematographer,director of photography,NA
tt0167404,nm0000246,actor,NA,"[""Malcolm Crowe""]"
tt0167404,nm0005286,actor,NA,"[""Cole Sear""]"
tt0167404,nm0001057,actress,NA,"[""Lynn Sear""]"
tt0167404,nm0931404,actress,NA,"[""Anna Crowe""]"
tt0167404,nm0796117,director,NA,NA
tt0167404,nm0005086,producer,producer,NA
tt0167404,nm0550881,producer,producer,NA
tt0167404,nm0578814,producer,producer,NA
tt0167404,nm0006133,composer,NA,NA
tt0120382,nm0902129,composer,NA,NA
tt0120382,nm0000120,actor,NA,"[""Truman Burbank""]"
tt0120382,nm0000438,actor,NA,"[""Christof""]"
tt0120382,nm0001473,actress,NA,"[""Meryl Burbank"",""Hannah Gill""]"
tt0120382,nm0001187,actor,NA,"[""Marlon""]"
tt0120382,nm0001837,director,NA,NA
tt0120382,nm0629272,writer,written by,NA
tt0120382,nm0271026,producer,producer,NA
tt0120382,nm0748784,producer,producer,NA
tt0120382,nm0775443,producer,producer,NA
tt0073486,nm0000140,producer,producer,NA
tt0073486,nm0000197,actor,NA,"[""R.P. McMurphy""]"
tt0073486,nm0001221,actress,NA,"[""Nurse Ratched""]"
tt0073486,nm0760225,actor,NA,"[""Chief Bromden""]"
tt0073486,nm0077720,actor,NA,"[""Ellis""]"
tt0073486,nm0001232,director,NA,NA
tt0073486,nm0369142,writer,screenplay,NA
tt0073486,nm0325743,writer,screenplay,NA
tt0073486,nm0450181,writer,based on the novel by,NA
tt0073486,nm0913670,writer,"the play version: ""One Flew Over the Cuckoo's Nest"" by",NA
tt0105236,nm0913300,production_designer,NA,NA
tt0105236,nm0000172,actor,NA,"[""Mr. White"",""Larry""]"
tt0105236,nm0000619,actor,NA,"[""Mr. Orange"",""Freddy""]"
tt0105236,nm0000514,actor,NA,"[""Mr. Blonde"",""Vic Vega""]"
tt0105236,nm0001606,actor,NA,"[""Nice Guy Eddie""]"
tt0105236,nm0000233,director,NA,NA
tt0105236,nm0000812,writer,background radio dialogue written by,NA
tt0105236,nm0004744,producer,producer,NA
tt0105236,nm0782900,cinematographer,NA,NA
tt0105236,nm0579673,editor,NA,NA
tt0338013,nm0109726,composer,NA,NA
tt0338013,nm0000120,actor,NA,"[""Joel Barish""]"
tt0338013,nm0000701,actress,NA,"[""Clementine Kruczynski""]"
tt0338013,nm0929489,actor,NA,"[""Dr. Mierzwiak""]"
tt0338013,nm0004423,actor,NA,"[""Train Conductor""]"
tt0338013,nm0327273,director,NA,NA
tt0338013,nm0442109,writer,story,NA
tt0338013,nm1410028,writer,story,NA
tt0338013,nm0106835,producer,producer,NA
